iter	Logloss	Accuracy
887	0.423245898	0.807
888	0.4232223061	0.8070588235
889	0.4231947788	0.8070588235
890	0.4231946203	0.8070588235
891	0.423151684	0.8070588235
892	0.423130466	0.8071176471
893	0.4231131099	0.8071176471
894	0.4230775766	0.8071176471
895	0.4230459979	0.8070588235
896	0.4230459878	0.8070588235
897	0.4230161821	0.8070882353
898	0.4230050072	0.8070882353
899	0.4229790741	0.8070882353
900	0.4229790657	0.8070882353
901	0.4229638855	0.8072352941
902	0.4229638777	0.8072352941
903	0.4229359406	0.8071470588
904	0.4229359322	0.8071470588
905	0.4228801617	0.8072647059
906	0.4228609686	0.8072647059
907	0.42283935	0.8073823529
908	0.4227960997	0.8072647059
909	0.422769037	0.8073235294
910	0.4227518896	0.8073823529
911	0.4227227943	0.8074411765
912	0.4227227877	0.8074411765
913	0.4226883823	0.8074411765
914	0.4226883756	0.8074411765
915	0.4226780339	0.8074411765
916	0.4226191756	0.8074411765
917	0.4225752469	0.8074117647
918	0.4225546717	0.8073529412
919	0.4225350003	0.8074411765
920	0.4225254845	0.8074705882
921	0.4225076721	0.8073823529
922	0.422473043	0.8074411765
923	0.422433485	0.8075294118
924	0.4224197132	0.8074411765
925	0.4224197055	0.8074411765
926	0.422397739	0.8074705882
927	0.4223719672	0.8075882353
928	0.4223719607	0.8075882353
929	0.4223498107	0.8075
930	0.4223498042	0.8075
931	0.4223119434	0.8075294118
932	0.4223119371	0.8075294118
933	0.4222803963	0.8075
934	0.422261113	0.8075294118
935	0.4222373171	0.8075294118
936	0.4222158088	0.8075882353
937	0.4222156603	0.8075882353
938	0.422185356	0.8075
939	0.4221627544	0.8076470588
940	0.4221627439	0.8076470588
941	0.422162734	0.8076470588
942	0.422137875	0.8076470588
943	0.4221128018	0.8076470588
944	0.4221127936	0.8076470588
945	0.4220981981	0.8077058824
946	0.4220769317	0.8076176471
947	0.4220417241	0.8077352941
948	0.4220286568	0.8077058824
949	0.4220286501	0.8077058824
950	0.422001741	0.8075588235
951	0.4219681055	0.8076470588
952	0.4219485603	0.8076764706
953	0.421948553	0.8076764706
954	0.4219294983	0.8076764706
955	0.4219294912	0.8076764706
956	0.4219170385	0.8077352941
957	0.4219019355	0.8076470588
958	0.4218820521	0.8076470588
959	0.4218465349	0.8075882353
960	0.4218206582	0.8077058824
961	0.4218035267	0.8077352941
962	0.4217594027	0.8078529412
963	0.4217331795	0.8079411765
964	0.4217331723	0.8079411765
965	0.4217211752	0.8079705882
966	0.4216839217	0.808
967	0.4216706907	0.8079705882
968	0.4216527011	0.8079705882
969	0.4216526949	0.8079705882
970	0.4216526889	0.8079705882
971	0.4216526832	0.8079705882
972	0.4216283457	0.8080588235
973	0.4216002875	0.8080588235
974	0.421571919	0.8081176471
975	0.421558344	0.8080882353
976	0.4215347612	0.8081470588
977	0.4215042302	0.8081764706
978	0.4214920036	0.8081176471
979	0.4214783886	0.8081764706
980	0.4214783804	0.8081764706
981	0.421462054	0.8081764706
982	0.4214328089	0.8080294118
983	0.4214328034	0.8080294118
984	0.4214121988	0.8080882353
985	0.4213946794	0.8080882353
986	0.4213946741	0.8080882353
987	0.421373959	0.8081176471
988	0.4213739542	0.8081176471
989	0.4213653934	0.8081470588
990	0.4213470138	0.8080882353
991	0.4213314538	0.8081470588
992	0.4213314487	0.8081470588
993	0.4213106995	0.8081470588
994	0.4213075769	0.8081470588
995	0.4212598053	0.8082058824
996	0.4212598013	0.8082058824
997	0.4212597974	0.8082058824
998	0.4212150933	0.8082941176
999	0.4212137881	0.8082647059
